hgnc	ensg	confidence	phenotype	panel	disease_group	moi
CRYBB2	ENSG00000244752	2	Cataract 3, multiple types, 601547	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FZD4	ENSG00000174804	2	Exudative vitreoretinopathy 1, 133780	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
VAX1	ENSG00000148704	2	Microphthalmia, syndromic 11, 614402	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
EFTUD2	ENSG00000108883	2	Mandibulofacial dysostosis, Guion-Almeida type, 610536	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
COL2A1	ENSG00000139219	2	Epiphyseal dysplasia, multiple, with myopia and deafness	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TUBGCP4	ENSG00000137822	3	Microcephaly and chorioretinopathy, autosomal recessive, 3, 616335	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
HMGB3	ENSG00000029993	2	?Microphthalmia, syndromic 13, 300915	Structural eye disease		X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ABCB6	ENSG00000115657	3	Microphthalmia, isolated, with coloboma 7, 614497	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
IPO13	ENSG00000117408	2		Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
GDF3	ENSG00000184344	2	Klippel-Feil Syndrome3, 613702	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PQBP1	ENSG00000102103	2	Renpenning syndrome (can include microphthalmia/coloboma), 309500	Structural eye disease		X-LINKED: hemizygous mutation in males, biallelic mutations in females
VSX1	ENSG00000100987	2	Keratoconus 1, 148300	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CRYGD	ENSG00000118231	2	Cataract 4, Multiple Types, 115700	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TMX3	ENSG00000166479	2	Microphthalmia, coloboma, micrognathia, diaphragmatic hernia	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TCOF1	ENSG00000070814	2	Treacher Collins syndrome 1 (eyelid coloboma), 154500	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SLC2A1	ENSG00000117394	2	STOMATIN-DEFICIENT CRYOHYDROCYTOSIS WITH NEUROLOGIC DEFECTS, 608885	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CRYBA4	ENSG00000196431	2	Cataract 23 (and microphthalmia in 1 case), 610425	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATOH7	ENSG00000179774	3	AR Persistent hyperplasia of primary vitreous - optic nerve dysplasia, retinal detachment	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
POMGNT2	ENSG00000144647	2	Muscular Dystrophy-Dystroglycanopathy, Type A, 8, MDDGA8, 614830	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
DOCK6	ENSG00000130158	3	Adams-Oliver Syndrome 2, AOS2, 614219	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
KDM6A	ENSG00000147050	2	Kabuki Syndrome 2, KABUK2, 300867	Structural eye disease		X-LINKED: hemizygous mutation in males, biallelic mutations in females
SLC25A24	ENSG00000085491	2	Gorlin-Chaudhry-Moss Syndrome, GCMS	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TUBB	ENSG00000196230	2	Skin Creases, Congenital Symmetric Circumferential, 2, CSCSC2, 156610	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
B3GALNT2	ENSG00000162885	3	Muscular Dystrophy-Dystroglycanopathy, Type A, 11, 615181	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
TENM3	ENSG00000218336	3	Microphthalmia, syndromic 15, OMIM:615145	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
TMEM98	ENSG00000006042	3	Nanophthalmos 4, OMIM:615972	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
BEST1	ENSG00000167995	3	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2, OMIM:193220	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CRYBB3	ENSG00000100053	2	Cataract 22, OMIM:609741	Structural eye disease		BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CDH2	ENSG00000170558	2	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, OMIM:618929	Structural eye disease		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SLC38A8	ENSG00000166558	3	Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis OMIM:609218	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
MAPRE2	ENSG00000166974	3	Symmetric circumferential skin creases, congenital, 2, 616734	Structural eye disease		BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PORCN	ENSG00000102312	3	Focal dermal hypoplasia  305600	Structural eye disease		X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ALDH1A3	ENSG00000184254	3	Microphthalmia, isolated 8  615113	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
CRYAA	ENSG00000160202	3	Cataract 9, multiple types, OMIM:604219	Structural eye disease		BOTH monoallelic and biallelic, autosomal or pseudoautosomal
COL6A3	ENSG00000163359	2	Peters anomaly	Structural eye disease		BIALLELIC, autosomal or pseudoautosomal
COX7B	ENSG00000131174	2	Linear Skin Defects with Multiple Congenital Anomalies 2, LSDMCA2, 300887	Structural eye disease		X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ANGPT2	ENSG00000091879	2	Lymphatic malformation 10 OMIM:619369	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GJA1	ENSG00000152661	3	Oculodentodigital dysplasia, OMIM:164200	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DCHS1	ENSG00000166341	2	Van Maldergem syndrome 1, OMIM:601390	Primary lymphoedema	Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal
RORC	ENSG00000143365	2	Lymphoedema, MONDO:0019297	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ARAP3	ENSG00000120318	2	Lymphoedema, MONDO:0019297	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TIE1	ENSG00000066056	2	Lymphatic malformation 11, OMIM:619401	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KIF11	ENSG00000138160	3	Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation, MCLMR 152950	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GATA2	ENSG00000179348	3	Emberger Syndrome 614038	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FOXC2	ENSG00000176692	3	Lymphedema-distichiasis syndrome, 153400	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GJC2	ENSG00000198835	3	Lymphedema, hereditary, IC, 613480	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SOX18	ENSG00000203883	3	Hypotrichosis-lymphedema-telangiectasia syndrome, 607823	Primary lymphoedema	Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
FAT4	ENSG00000196159	3	Hennekam lymphangiectasia-lymphedema syndrome 2, 616006	Primary lymphoedema	Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal
CCBE1	ENSG00000183287	3	Hennekam lymphangiectasia-lymphedema syndrome, 235510	Primary lymphoedema	Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal
EPHB4	ENSG00000196411	3	Lymphatic malformation 7 617300	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VEGFC	ENSG00000150630	3	"Lymphedema, hereditary, ID	615907 (Primary Lymphoedema, Milroy-like)"	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SHANK3	ENSG00000251322	3	Phelan-McDermid syndrome 606232	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TSC2	ENSG00000103197	3	?Focal cortical dysplasia, type II, somatic 607341	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NSD1	ENSG00000165671	3	Sotos syndrome 1 117550	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SOS2	ENSG00000100485	3	Noonan syndrome 9 616559	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SPRED1	ENSG00000166068	3	Legius syndrome 611431	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CBL	ENSG00000110395	3	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia 613563	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
BRAF	ENSG00000157764	3	LEOPARD syndrome 3 613707	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KRAS	ENSG00000133703	3	Noonan syndrome 3 609942	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HRAS	ENSG00000174775	3	Costello syndrome 218040	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LZTR1	ENSG00000099949	3	Schwannomatosis-2, susceptibility to 615670	Primary lymphoedema	Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
MAP2K1	ENSG00000169032	3	Cardiofaciocutaneous syndrome 3 615279	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MAP2K2	ENSG00000126934	3	Cardiofaciocutaneous syndrome 4 615280	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NF1	ENSG00000196712	3	Neurofibromatosis-Noonan syndrome 601321	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NRAS	ENSG00000213281	3	Noonan syndrome 6 613224	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PPP1CB	ENSG00000213639	3	Noonan syndrome-like disorder with loose anagen hair 2 617506	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PTPN11	ENSG00000179295	3	Noonan syndrome 1 163950	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RAF1	ENSG00000132155	3	Noonan syndrome 5 611553	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RIT1	ENSG00000143622	3	Noonan syndrome 8 615355	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SHOC2	ENSG00000108061	3	Noonan-like syndrome with loose anagen hair 607721	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SOS1	ENSG00000115904	3	Noonan syndrome 4 610733	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ADAMTS3	ENSG00000156140	3	Hennekam lymphangiectasia-lymphedema syndrome 3, OMIM:618154	Primary lymphoedema	Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal
PMM2	ENSG00000140650	3	Congenital disorder of glycosylation, type Ia 212065	Primary lymphoedema	Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal
CELSR1	ENSG00000075275	3	Lymphatic malformation 9, OMIM:619319	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RASA1	ENSG00000145715	3	Capillary malformation-arteriovenous malformation 1 608354	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TSC1	ENSG00000165699	3	Focal cortical dysplasia, type II, somatic 607341	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PIEZO1	ENSG00000103335	3	Lymphatic malformation 6, OMIM:616843	Primary lymphoedema	Cardiovascular disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
IKBKG	ENSG00000269335	3	"Ectodermal, dysplasia, anhidrotic, lymphedema and immunodeficiency	300301"	Primary lymphoedema	Cardiovascular disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
PTPN14	ENSG00000152104	3	Choanal atresia and lymphedema, 613611	Primary lymphoedema	Cardiovascular disorders	BIALLELIC, autosomal or pseudoautosomal
FLT4	ENSG00000037280	3	Lymphedema, hereditary, IA 153100	Primary lymphoedema	Cardiovascular disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PPP2R5D	ENSG00000112640	3	Mental retardation, autosomal dominant 35 OMIM:616355	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
VPS35	ENSG00000069329	3	Parkinson disease 17, OMIM:614203	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PDGFB	ENSG00000100311	3	Basal ganglia calcification, idiopathic, 5, OMIM:615483	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PDGFRB	ENSG00000113721	3	Basal ganglia calcification, idiopathic, 4, OMIM:615007	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATP7B	ENSG00000123191	3	Wilson disease OMIM:277900	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
TBK1	ENSG00000183735	3	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4, OMIM:616439	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DDC	ENSG00000132437	2	Aromatic L-amino acid decarboxylase deficiency, OMIM:608643	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
PRKRA	ENSG00000180228	3	Dystonia 16, OMIM:612067	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
GNAL	ENSG00000141404	3	Dystonia 25, OMIM:615073	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DCTN1	ENSG00000204843	3	Perry syndrome, OMIM:168605	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GFAP	ENSG00000131095	3	Alexander disease, OMIM:203450	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
C19orf12	ENSG00000131943	3	"?Spastic paraplegia 43, autosomal recessive	OMIM:615043"	Adult onset dystonia, chorea or related movement disorder		BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PRRT2	ENSG00000167371	3	Episodic kinesigenic dyskinesia 1, OMIM:128200	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATP1A2	ENSG00000018625	3	familial basilar migraine OMIM:602481	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
APTX	ENSG00000137074	3	Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia OMIM:208920	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
CYP27A1	ENSG00000135929	3	Cerebrotendinous xanthomatosis, OMIM:213700	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
VAMP2	ENSG00000220205	2	Neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements, OMIM:618760	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ANO3	ENSG00000134343	3	Dystonia 24 OMIM:615034	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CP	ENSG00000047457	3	Cerebellar ataxia, OMIM:604290	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
FBXO7	ENSG00000100225	3	Parkinson disease 15, autosomal recessive, OMIM:260300	Adult onset dystonia, chorea or related movement disorder		BIALLELIC, autosomal or pseudoautosomal
MAPT	ENSG00000186868	3	Supranuclear palsy, progressive, OMIM:601104	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CHCHD2	ENSG00000106153	2	Parkinson disease 22, autosomal dominant, OMIM:616710	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
UCHL1	ENSG00000154277	2	Spastic paraplegia 79, autosomal recessive, OMIM:615491	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TOR1A	ENSG00000136827	3	Dystonia-1, torsion, OMIM:128100	Adult onset dystonia, chorea or related movement disorder		MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
