enst	csq	n_pos	n_obs	mu
ENST00000441824	missense	1408	157.0	5.109050426136364e-09
ENST00000441824	nonsense	72	9.0	4.7119305555555556e-09
ENST00000441824	synonymous	455	71.0	6.672112087912087e-09
ENST00000441876	missense	2358	239.0	5.857435538592028e-09
ENST00000441876	nonsense	130	8.0	3.172223076923077e-09
ENST00000441876	synonymous	716	119.0	9.247466480446927e-09
ENST00000441885	missense	3551	415.0	6.1395863137144465e-09
ENST00000441885	nonsense	181	8.0	4.82775138121547e-09
ENST00000441885	synonymous	1218	250.0	8.825732348111658e-09
ENST00000442011	missense	4435	489.0	5.204157158962796e-09
ENST00000442011	nonsense	197	6.0	4.555532994923858e-09
ENST00000442011	synonymous	1506	234.0	7.43090770252324e-09
ENST00000442039	missense	849	127.0	4.128289752650177e-09
ENST00000442039	nonsense	50	7.0	4.5480600000000005e-09
ENST00000442039	synonymous	280	62.0	5.262096428571428e-09
ENST00000442047	missense	2517	0.0	5.034184743742551e-09
ENST00000442047	nonsense	114	0.0	4.8348421052631576e-09
ENST00000442047	synonymous	888	0.0	6.515636261261261e-09
ENST00000442080	missense	2194	226.0	3.8033910665451235e-09
ENST00000442080	nonsense	151	7.0	3.5513708609271524e-09
ENST00000442080	synonymous	652	91.0	5.9040828220858905e-09
ENST00000442196	missense	5428	506.0	3.807445652173913e-09
ENST00000442196	nonsense	402	21.0	3.80073631840796e-09
ENST00000442196	synonymous	1424	196.0	4.927124297752809e-09
ENST00000442218	missense	946	99.0	6.030848837209302e-09
ENST00000442218	nonsense	38	1.0	5.1591578947368424e-09
ENST00000442218	synonymous	321	51.0	8.731495327102804e-09
ENST00000442234	missense	6086	616.0	3.918427374301676e-09
ENST00000442234	nonsense	400	21.0	3.61066e-09
ENST00000442234	synonymous	1704	203.0	4.6447048122065725e-09
ENST00000442241	missense	3153	336.0	5.649765620044402e-09
ENST00000442241	nonsense	151	8.0	4.7875430463576156e-09
ENST00000442241	synonymous	1052	163.0	7.283424904942965e-09
ENST00000442253	missense	2294	234.0	4.879774629468178e-09
ENST00000442253	nonsense	128	7.0	3.955515625e-09
ENST00000442253	synonymous	755	128.0	6.73847284768212e-09
ENST00000442267	missense	8390	707.0	4.944842550655542e-09
ENST00000442267	nonsense	463	23.0	4.818153347732181e-09
ENST00000442267	synonymous	2532	374.0	7.03413981042654e-09
ENST00000442396	missense	5949	635.0	5.130649016641452e-09
ENST00000442396	nonsense	319	18.0	4.27769592476489e-09
ENST00000442396	synonymous	2066	314.0	6.885954985479187e-09
ENST00000442415	missense	4420	331.0	4.945503167420815e-09
ENST00000442415	nonsense	231	6.0	6.719571428571429e-09
ENST00000442415	synonymous	1352	175.0	6.244727071005918e-09
ENST00000442437	missense	763	52.0	4.747327653997379e-09
ENST00000442437	nonsense	58	2.0	4.6411379310344825e-09
ENST00000442437	synonymous	223	15.0	6.124381165919283e-09
ENST00000442466	missense	4454	4.0	6.657962954647508e-09
ENST00000442466	nonsense	178	0.0	4.959404494382022e-09
ENST00000442466	synonymous	1677	0.0	9.389744186046511e-09
ENST00000442487	missense	1204	145.0	4.844847176079735e-09
ENST00000442487	nonsense	85	8.0	5.316494117647059e-09
ENST00000442487	synonymous	349	57.0	7.334071633237822e-09
ENST00000442488	missense	3131	298.0	3.9864404343660175e-09
ENST00000442488	nonsense	149	4.0	3.9201476510067115e-09
ENST00000442488	synonymous	986	139.0	6.03701014198783e-09
ENST00000442510	missense	8700	774.0	3.841659310344828e-09
ENST00000442510	nonsense	544	6.0	3.398509191176471e-09
ENST00000442510	synonymous	2501	303.0	5.209345861655338e-09
ENST00000442544	missense	9393	973.0	4.587208240178857e-09
ENST00000442544	nonsense	526	13.0	7.482290874524715e-09
ENST00000442544	synonymous	3095	431.0	5.569863004846526e-09
ENST00000442561	missense	2638	289.0	4.2625875663381355e-09
ENST00000442561	nonsense	146	11.0	5.226815068493151e-09
ENST00000442561	synonymous	789	99.0	6.514281368821293e-09
ENST00000442597	missense	1200	132.0	5.5930625e-09
ENST00000442597	nonsense	68	10.0	1.1985735294117648e-08
ENST00000442597	synonymous	397	42.0	5.790785894206549e-09
ENST00000442628	missense	3302	375.0	5.966340096910963e-09
ENST00000442628	nonsense	153	13.0	6.001947712418301e-09
ENST00000442628	synonymous	1045	209.0	8.522645933014354e-09
ENST00000442668	missense	7831	769.0	4.014266121823522e-09
ENST00000442668	nonsense	525	39.0	3.735464761904762e-09
ENST00000442668	synonymous	2138	254.0	5.42328297474275e-09
ENST00000442682	missense	691	79.0	6.042108538350218e-09
ENST00000442682	nonsense	32	1.0	4.20759375e-09
ENST00000442682	synonymous	231	22.0	9.304017316017316e-09
ENST00000442687	missense	2422	0.0	3.556566886870355e-09
ENST00000442687	nonsense	180	0.0	2.384638888888889e-09
ENST00000442687	synonymous	746	0.0	4.401014745308311e-09
ENST00000442697	missense	2512	189.0	3.999156050955414e-09
ENST00000442697	nonsense	185	12.0	5.897362162162162e-09
ENST00000442697	synonymous	705	93.0	5.248353191489361e-09
ENST00000442738	missense	836	76.0	6.557046650717704e-09
ENST00000442738	nonsense	46	6.0	1.705708695652174e-08
ENST00000442738	synonymous	252	37.0	9.876623015873016e-09
ENST00000442744	missense	838	49.0	5.961405727923628e-09
ENST00000442744	nonsense	47	0.0	5.063042553191489e-09
ENST00000442744	synonymous	258	39.0	5.338937984496124e-09
ENST00000442898	missense	3017	215.0	5.687657606894266e-09
ENST00000442898	nonsense	149	13.0	5.014899328859061e-09
ENST00000442898	synonymous	1010	83.0	8.562146534653466e-09
ENST00000442966	missense	995	141.0	4.506880402010051e-09
ENST00000442966	nonsense	56	12.0	4.371071428571428e-09
ENST00000442966	synonymous	326	69.0	5.719371165644172e-09
ENST00000442995	missense	788	77.0	4.396281725888325e-09
ENST00000442995	nonsense	44	3.0	3.796863636363636e-09
ENST00000442995	synonymous	248	47.0	5.458314516129033e-09
ENST00000442999	missense	2195	361.0	4.7977216400911165e-09
ENST00000442999	nonsense	107	14.0	4.787962616822429e-09
ENST00000442999	synonymous	749	156.0	6.487361815754339e-09
ENST00000443024	missense	8310	800.0	4.235665342960289e-09
ENST00000443024	nonsense	527	34.0	4.960905123339659e-09
ENST00000443024	synonymous	2512	292.0	5.2507726910828024e-09
ENST00000443035	missense	12602	926.0	3.860382399619108e-09
ENST00000443035	nonsense	835	20.0	3.6141305389221557e-09
ENST00000443035	synonymous	3717	387.0	4.669925208501479e-09
ENST00000443094	missense	1807	236.0	5.724858328721638e-09
ENST00000443094	nonsense	69	2.0	4.957724637681159e-09
ENST00000443094	synonymous	689	82.0	4.8810841799709724e-09
ENST00000443173	missense	3670	36.0	4.172081198910082e-09
ENST00000443173	nonsense	244	2.0	5.4709549180327875e-09
ENST00000443173	synonymous	1144	14.0	5.158767482517483e-09
ENST00000443185	missense	7603	1015.0	6.800973957648296e-09
ENST00000443185	nonsense	346	6.0	4.143982658959537e-09
ENST00000443185	synonymous	2509	600.0	1.1372731765643683e-08
ENST00000443193	missense	1668	173.0	3.964658273381295e-09
ENST00000443193	nonsense	106	14.0	4.278641509433962e-09
ENST00000443193	synonymous	503	74.0	5.968165009940358e-09
ENST00000443236	missense	12240	1470.0	6.016957189542483e-09
ENST00000443236	nonsense	575	48.0	6.303203478260869e-09
ENST00000443236	synonymous	4141	682.0	8.94302414875634e-09
ENST00000443272	missense	3290	348.0	6.841148936170213e-09
ENST00000443272	nonsense	150	0.0	4.196413333333333e-09
ENST00000443272	synonymous	1123	220.0	1.0892379341050758e-08
ENST00000443292	missense	450	26.0	6.96678e-09
ENST00000443292	nonsense	23	0.0	8.063391304347827e-09
ENST00000443292	synonymous	142	14.0	6.310302816901409e-09
ENST00000443381	missense	4004	666.0	5.509274975024975e-09
ENST00000443381	nonsense	206	32.0	5.2315970873786416e-09
ENST00000443381	synonymous	1307	327.0	8.116752104055089e-09
ENST00000443387	missense	1965	104.0	3.6154722646310433e-09
ENST00000443387	nonsense	150	5.0	3.1702533333333336e-09
ENST00000443387	synonymous	504	61.0	6.095025793650793e-09
ENST00000443439	missense	6251	581.0	4.071302991521356e-09
ENST00000443439	nonsense	364	30.0	4.105733516483516e-09
ENST00000443439	synonymous	1845	256.0	5.995057994579946e-09
ENST00000443512	missense	1784	197.0	3.624057735426009e-09
ENST00000443512	nonsense	100	11.0	5.124300000000001e-09
ENST00000443512	synonymous	546	87.0	4.831021978021978e-09
ENST00000443585	missense	400	43.0	4.88853e-09
ENST00000443585	nonsense	19	0.0	2.6228947368421055e-09
ENST00000443585	synonymous	139	21.0	6.161237410071942e-09
ENST00000443597	missense	2250	225.0	4.463892e-09
ENST00000443597	nonsense	134	14.0	6.1963805970149255e-09
ENST00000443597	synonymous	694	95.0	5.694036023054755e-09
ENST00000443617	missense	31591	2856.0	4.4851717577791145e-09
ENST00000443617	nonsense	2024	50.0	5.426126482213439e-09
ENST00000443617	synonymous	10125	1313.0	5.313628345679012e-09
ENST00000443721	missense	2142	199.0	6.747893557422969e-09
ENST00000443721	nonsense	103	7.0	5.483349514563107e-09
ENST00000443721	synonymous	680	137.0	1.1394285294117647e-08
ENST00000443739	missense	2360	226.0	5.201467796610169e-09
ENST00000443739	nonsense	127	8.0	6.1264251968503945e-09
ENST00000443739	synonymous	744	125.0	7.714151881720431e-09
ENST00000443758	missense	10166	1102.0	3.928337005705292e-09
ENST00000443758	nonsense	720	58.0	3.828452777777777e-09
ENST00000443758	synonymous	2875	382.0	5.6906980869565215e-09
ENST00000443779	missense	487	0.0	6.356197125256674e-09
ENST00000443779	nonsense	15	0.0	4.660666666666666e-09
ENST00000443779	synonymous	164	0.0	8.105701219512195e-09
ENST00000443786	missense	4025	431.0	3.339661366459627e-09
ENST00000443786	nonsense	316	15.0	3.2739208860759493e-09
ENST00000443786	synonymous	1077	134.0	4.6418347260909935e-09
ENST00000444024	missense	2975	261.0	4.038441344537815e-09
ENST00000444024	nonsense	177	13.0	4.7739717514124295e-09
ENST00000444024	synonymous	880	123.0	5.288522727272727e-09
ENST00000444095	missense	4057	531.0	5.8320700024648755e-09
ENST00000444095	nonsense	150	19.0	6.18922e-09
ENST00000444095	synonymous	1472	237.0	8.180976902173913e-09
ENST00000444122	missense	781	91.0	4.698142125480154e-09
ENST00000444122	nonsense	67	12.0	7.105985074626866e-09
ENST00000444122	synonymous	205	25.0	6.171165853658537e-09
ENST00000444124	missense	3147	348.0	5.332919923736893e-09
ENST00000444124	nonsense	172	11.0	4.385447674418605e-09
ENST00000444124	synonymous	992	161.0	7.544986895161291e-09
ENST00000444129	missense	4317	435.0	4.016520268705119e-09
ENST00000444129	nonsense	303	21.0	3.4023960396039603e-09
ENST00000444129	synonymous	1212	155.0	5.727778877887789e-09
ENST00000444136	missense	6765	580.0	3.953108795269771e-09
ENST00000444136	nonsense	485	15.0	4.059185567010309e-09
ENST00000444136	synonymous	2056	279.0	5.1048137159533074e-09
ENST00000444149	missense	3748	367.0	4.264610458911419e-09
ENST00000444149	nonsense	283	19.0	4.342420494699646e-09
ENST00000444149	synonymous	1027	163.0	6.038031158714703e-09
ENST00000444197	missense	2000	271.0	4.148761e-09
ENST00000444197	nonsense	68	5.0	3.336720588235294e-09
ENST00000444197	synonymous	731	109.0	5.1982352941176475e-09
ENST00000444215	missense	7790	771.0	4.292498587933247e-09
ENST00000444215	nonsense	506	49.0	3.784573122529645e-09
ENST00000444215	synonymous	2288	250.0	6.616927010489511e-09
ENST00000444304	missense	1863	177.0	4.818946323134729e-09
ENST00000444304	nonsense	115	5.0	2.638086956521739e-09
ENST00000444304	synonymous	614	80.0	6.999592833876221e-09
ENST00000444310	missense	7440	926.0	5.40134435483871e-09
ENST00000444310	nonsense	364	46.0	4.235489010989011e-09
ENST00000444310	synonymous	2456	346.0	7.6535e-09
ENST00000444313	missense	2170	242.0	4.9799815668202765e-09
ENST00000444313	nonsense	113	9.0	3.923345132743363e-09
ENST00000444313	synonymous	687	114.0	8.604544395924308e-09
ENST00000444328	missense	2188	202.0	5.641915904936015e-09
ENST00000444328	nonsense	111	4.0	4.188954954954955e-09
ENST00000444328	synonymous	689	86.0	7.243605224963715e-09
ENST00000444335	missense	387	36.0	3.6138604651162793e-09
ENST00000444335	nonsense	31	1.0	1.7787419354838711e-09
ENST00000444335	synonymous	95	14.0	5.88581052631579e-09
ENST00000444387	missense	2701	324.0	7.269192521288411e-09
ENST00000444387	nonsense	126	14.0	5.722365079365079e-09
ENST00000444387	synonymous	971	136.0	8.451867147270855e-09
ENST00000444460	missense	4366	435.0	3.962152084287678e-09
ENST00000444460	nonsense	340	19.0	3.2252058823529414e-09
ENST00000444460	synonymous	1144	164.0	4.736589160839161e-09
ENST00000444469	missense	1071	114.0	5.363311858076564e-09
ENST00000444469	nonsense	33	4.0	5.7116363636363636e-09
ENST00000444469	synonymous	471	81.0	6.969341825902335e-09
ENST00000444565	missense	6692	702.0	3.809649282725643e-09
ENST00000444565	nonsense	295	21.0	3.55124406779661e-09
ENST00000444565	synonymous	2319	266.0	4.494084087968952e-09
ENST00000444610	missense	1755	182.0	4.947222222222222e-09
ENST00000444610	nonsense	88	8.0	4.9168181818181824e-09
ENST00000444610	synonymous	560	96.0	8.041910714285713e-09
ENST00000444614	missense	1840	168.0	3.2827625e-09
ENST00000444614	nonsense	158	19.0	5.053012658227849e-09
ENST00000444614	synonymous	450	41.0	4.384815555555556e-09
ENST00000444623	missense	3204	375.0	5.8917237827715355e-09
ENST00000444623	nonsense	159	14.0	4.941440251572327e-09
ENST00000444623	synonymous	1065	164.0	7.262043192488263e-09
ENST00000444643	missense	2473	267.0	5.683492114840275e-09
ENST00000444643	nonsense	124	4.0	4.950830645161291e-09
ENST00000444643	synonymous	769	124.0	8.56836931079324e-09
ENST00000444659	missense	5069	460.0	4.79112862497534e-09
ENST00000444659	nonsense	288	11.0	4.968003472222222e-09
ENST00000444659	synonymous	1564	231.0	6.167888746803069e-09
ENST00000444717	missense	99	0.0	5.836282828282828e-09
ENST00000444717	nonsense	5	0.0	3.8688000000000005e-09
ENST00000444717	synonymous	34	0.0	3.760117647058823e-09
ENST00000444723	missense	1334	126.0	4.6899887556221885e-09
ENST00000444723	nonsense	82	8.0	5.9325365853658536e-09
ENST00000444723	synonymous	393	54.0	7.804455470737915e-09
ENST00000444739	missense	2510	276.0	4.3339888446215135e-09
ENST00000444739	nonsense	147	12.0	3.7066462585034012e-09
ENST00000444739	synonymous	727	110.0	5.439649243466301e-09
ENST00000444746	missense	16306	1648.0	3.7551590212191834e-09
ENST00000444746	nonsense	1110	15.0	3.3651e-09
ENST00000444746	synonymous	4823	659.0	4.7756489736678416e-09
ENST00000444842	missense	2766	223.0	4.655613159797542e-09
ENST00000444842	nonsense	146	4.0	4.5047465753424655e-09
ENST00000444842	synonymous	913	110.0	6.514189485213581e-09
ENST00000444847	missense	2126	1.0	7.892047507055502e-09
ENST00000444847	nonsense	82	0.0	5.7337926829268296e-09
ENST00000444847	synonymous	780	0.0	1.2543521794871794e-08
ENST00000445061	missense	7724	494.0	6.800560978767478e-09
ENST00000445061	nonsense	355	0.0	6.6199746478873245e-09
ENST00000445061	synonymous	2658	428.0	7.762545146726862e-09
ENST00000445091	missense	4102	0.0	5.284841540711848e-09
ENST00000445091	nonsense	223	0.0	5.4450538116591925e-09
ENST00000445091	synonymous	1489	0.0	6.972122901276025e-09
ENST00000445101	missense	981	178.0	7.464262996941896e-09
ENST00000445101	nonsense	50	6.0	3.6944800000000003e-09
ENST00000445101	synonymous	364	81.0	9.56151098901099e-09
ENST00000445105	missense	1180	100.0	4.390057627118644e-09
ENST00000445105	nonsense	86	2.0	4.048372093023256e-09
ENST00000445105	synonymous	354	40.0	5.8333107344632765e-09
ENST00000445132	missense	2361	233.0	4.581113087674714e-09
ENST00000445132	nonsense	121	9.0	5.491330578512397e-09
ENST00000445132	synonymous	749	99.0	6.942805073431241e-09
ENST00000445148	missense	764	0.0	5.127077225130891e-09
ENST00000445148	nonsense	57	0.0	5.4817543859649116e-09
ENST00000445148	synonymous	223	0.0	6.320031390134529e-09
ENST00000445177	missense	9040	793.0	5.108543030973451e-09
ENST00000445177	nonsense	449	6.0	4.100512249443207e-09
ENST00000445177	synonymous	2823	434.0	6.793241232731137e-09
ENST00000445192	missense	8986	967.0	4.12667371466726e-09
ENST00000445192	nonsense	483	20.0	2.4597805383022774e-09
ENST00000445192	synonymous	3158	381.0	4.482069664344522e-09
ENST00000445202	missense	649	71.0	4.806386748844376e-09
ENST00000445202	nonsense	43	2.0	2.7050697674418605e-09
ENST00000445202	synonymous	181	25.0	5.097574585635359e-09
ENST00000445224	missense	62	6.0	3.948870967741935e-09
ENST00000445224	nonsense	6	1.0	3.74e-09
ENST00000445224	synonymous	13	2.0	1.1176923076923077e-08
ENST00000445307	missense	1405	110.0	4.5687530249110315e-09
ENST00000445307	nonsense	80	6.0	5.1717875e-09
ENST00000445307	synonymous	432	46.0	6.394046296296296e-09
ENST00000445323	missense	4435	263.0	4.82672130777903e-09
ENST00000445323	nonsense	261	7.0	6.789218390804598e-09
ENST00000445323	synonymous	1352	148.0	6.964150147928994e-09
ENST00000445347	missense	4061	483.0	4.9233078059591234e-09
ENST00000445347	nonsense	222	17.0	3.832315315315316e-09
ENST00000445347	synonymous	1387	200.0	6.667266041816871e-09
ENST00000445355	missense	5353	694.0	7.152906407621895e-09
ENST00000445355	nonsense	231	33.0	5.597792207792208e-09
ENST00000445355	synonymous	1823	342.0	1.0492831047723533e-08
ENST00000445360	missense	9658	0.0	3.6427247877407332e-09
ENST00000445360	nonsense	691	0.0	4.142072358900145e-09
ENST00000445360	synonymous	2719	0.0	4.708720117690327e-09
ENST00000445369	missense	1348	206.0	6.963827151335312e-09
ENST00000445369	nonsense	61	10.0	4.548901639344263e-09
ENST00000445369	synonymous	535	106.0	1.0007035514018693e-08
ENST00000445385	missense	5989	178.0	4.1224042411086996e-09
ENST00000445385	nonsense	337	8.0	4.41393471810089e-09
ENST00000445385	synonymous	1918	65.0	5.113210114702815e-09
ENST00000445590	missense	1043	98.0	3.6438609779482266e-09
ENST00000445590	nonsense	82	9.0	6.135731707317073e-09
ENST00000445590	synonymous	288	39.0	5.4051145833333334e-09
ENST00000445609	missense	4456	405.0	3.8958550269299814e-09
ENST00000445609	nonsense	306	13.0	3.8351830065359475e-09
ENST00000445609	synonymous	1322	150.0	5.1145552193645995e-09
ENST00000445632	missense	4332	468.0	4.207551246537396e-09
ENST00000445632	nonsense	299	29.0	5.488160535117057e-09
ENST00000445632	synonymous	1228	159.0	5.693734527687296e-09
ENST00000445690	missense	5327	577.0	7.071210437394406e-09
ENST00000445690	nonsense	267	19.0	6.996426966292135e-09
ENST00000445690	synonymous	1831	317.0	9.594457127252868e-09
ENST00000445716	missense	1625	119.0	3.509288615384615e-09
ENST00000445716	nonsense	161	7.0	3.994211180124223e-09
ENST00000445716	synonymous	428	48.0	4.352338785046729e-09
ENST00000445755	missense	1461	157.0	6.503145106091717e-09
ENST00000445755	nonsense	78	3.0	3.791269230769231e-09
ENST00000445755	synonymous	459	84.0	9.17876688453159e-09
ENST00000445877	missense	4139	377.0	3.4707782072964482e-09
